"","date","location_key","new_persons_vaccinated","cumulative_persons_vaccinated","new_persons_fully_vaccinated","cumulative_persons_fully_vaccinated","new_vaccine_doses_administered","cumulative_vaccine_doses_administered","new_persons_vaccinated_pfizer","cumulative_persons_vaccinated_pfizer","new_persons_fully_vaccinated_pfizer","cumulative_persons_fully_vaccinated_pfizer","new_vaccine_doses_administered_pfizer","cumulative_vaccine_doses_administered_pfizer","new_persons_vaccinated_moderna","cumulative_persons_vaccinated_moderna","new_persons_fully_vaccinated_moderna","cumulative_persons_fully_vaccinated_moderna","new_vaccine_doses_administered_moderna","cumulative_vaccine_doses_administered_moderna","new_persons_vaccinated_janssen","cumulative_persons_vaccinated_janssen","new_persons_fully_vaccinated_janssen","cumulative_persons_fully_vaccinated_janssen","new_vaccine_doses_administered_janssen","cumulative_vaccine_doses_administered_janssen","new_persons_vaccinated_sinovac","total_persons_vaccinated_sinovac","new_persons_fully_vaccinated_sinovac","total_persons_fully_vaccinated_sinovac","new_vaccine_doses_administered_sinovac","total_vaccine_doses_administered_sinovac"
"3263",2022-07-31,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264",2022-08-01,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265",2022-08-02,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3266",2022-08-03,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267",2022-08-04,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3268",2022-08-05,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3269",2022-08-06,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3270",2022-08-07,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3271",2022-08-08,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3272",2022-08-09,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3273",2022-08-10,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3274",2022-08-11,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3275",2022-08-12,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3276",2022-08-13,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3277",2022-08-14,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3278",2022-08-15,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279",2022-08-16,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3280",2022-08-17,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281",2022-08-18,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282",2022-08-19,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283",2022-08-20,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3284",2022-08-21,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3285",2022-08-22,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3286",2022-08-23,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3287",2022-08-24,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3288",2022-08-25,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3289",2022-08-26,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3290",2022-08-27,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3291",2022-08-28,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292",2022-08-29,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293",2022-08-30,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3294",2022-08-31,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3295",2022-09-01,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3296",2022-09-02,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297",2022-09-03,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298",2022-09-04,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299",2022-09-05,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300",2022-09-06,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301",2022-09-07,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302",2022-09-08,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3303",2022-09-09,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3304",2022-09-10,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3305",2022-09-11,"IL_HA_0537",0,9354,0,8150,0,17504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306",2022-08-14,"IL_HA_0541",0,11070,1,9410,1,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307",2022-08-15,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308",2022-08-16,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3309",2022-08-17,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310",2022-08-18,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311",2022-08-19,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3312",2022-08-20,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313",2022-08-21,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314",2022-08-22,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315",2022-08-23,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316",2022-08-24,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317",2022-08-25,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318",2022-08-26,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319",2022-08-27,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320",2022-08-28,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",2022-08-29,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322",2022-08-30,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323",2022-08-31,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324",2022-09-01,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325",2022-09-02,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326",2022-09-03,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",2022-09-04,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328",2022-09-05,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3329",2022-09-06,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330",2022-09-07,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331",2022-09-08,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332",2022-09-09,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333",2022-09-10,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334",2022-09-11,"IL_HA_0541",0,11070,0,9410,0,20480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335",2022-08-28,"IL_HA_0628",0,7957,1,7045,1,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336",2022-08-29,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337",2022-08-30,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338",2022-08-31,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3339",2022-09-01,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340",2022-09-02,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",2022-09-03,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342",2022-09-04,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343",2022-09-05,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3344",2022-09-06,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3345",2022-09-07,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346",2022-09-08,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347",2022-09-09,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348",2022-09-10,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349",2022-09-11,"IL_HA_0628",0,7957,0,7045,0,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350",2022-08-18,"IL_HA_0637",0,13221,1,11536,1,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",2022-08-19,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352",2022-08-20,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353",2022-08-21,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354",2022-08-22,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355",2022-08-23,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356",2022-08-24,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3357",2022-08-25,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358",2022-08-26,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3359",2022-08-27,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360",2022-08-28,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361",2022-08-29,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362",2022-08-30,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363",2022-08-31,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364",2022-09-01,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365",2022-09-02,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366",2022-09-03,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367",2022-09-04,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368",2022-09-05,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369",2022-09-06,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",2022-09-07,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371",2022-09-08,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372",2022-09-09,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373",2022-09-10,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374",2022-09-11,"IL_HA_0637",0,13221,0,11536,0,24757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375",2022-05-19,"IL_HA_0652",0,1833,1,1638,1,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376",2022-05-20,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377",2022-05-21,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378",2022-05-22,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379",2022-05-23,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380",2022-05-24,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",2022-05-25,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382",2022-05-26,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383",2022-05-27,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384",2022-05-28,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385",2022-05-29,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386",2022-05-30,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
